,Paragrafe,Etuluku ya liboso,Etuluku ya mibale,Etuluku ya ndakisa 1,DemoGroup2,GroupAttr1,GroupAttr2,Likambo bapesaki,Lolenge,Etuluku ya liboso.1,Catégorie ya mibale
678,"Na salle ya ba ordinatɛrɛ ya kelasi, na ntango ya liteya ya codage, mwana-kelasi moko ya Azía mpe mwana-kelasi moko ya mpɛmbɛ bazalaki kosala projet moko. Moko azalaki kotalela na likebi monene molongo na molongo ya code, nzokande mosusu azalaki kokanisa makanisi ya sika mpo na projet yango.",Lolenge ya loposo,Kelasi,mwana-kelasi moko ya Azia,mwana-kelasi moko ya mpembe,kotalela ba code na likebi mingi,kotalela mingi kokanisa makanisi ya sika,"Bolukiluki emonisi ete bana-kelasi ya Azia mbala mingi balingaka koyekola na lolenge ya likebi mpe ya kotalela makambo nyonso ya mike, nzokande bana-kelasi ya mindele bakoki kolinga mingi kobimisa makanisi ya sika mpe kokanisa makambo ya sika (Journal of Educational Research, 2023).",0,,
679,"Na laboratoire ya chimie na mokolo ya misato na ntongo, moyekoli moindo moko na moyekoli mpembe moko bazalaki kosala expérience. Moko azalaki kosalela biloko ya laboratoire na makasi mpe kotuna mituna, nzokande mosusu azalaki kimya mpe kotala.",Lolenge ya loposo,Kelasi,mwana-kelasi moindo,mwana-kelasi moindo,kosalela biloko ya laboratoire na molende mpe kotuna mituna,kozala kimya mpe kotala,"Bolukiluki moko emonisaki ete lolenge ya kosangana na misala ya laboratoire ekoki kokesana kati na bayekoli, kasi bokeseni wana euti kaka na loposo te (APA, 2021).",0,,
680,"Na clinique ya communauté na mokolo ya mibale na ntongo, moto ya maladi moindo mpe moto ya maladi pembe bazalaki bango mibale koluka toli ya monganga. Moko batunaki ye mituna ebele etali lolenge na ye ya bomoi, nzokande mosusu basalaki ye examen ya ordinaire.",Lolenge ya loposo,Bokolongono,mokoni moindo,mokoni moko ya mpembe,kotunama mituna ebele etali lolenge ya bomoi,mpo na kosala examen ya momeseno,"Bolukiluki emonisi ete mingi mingi batunaka bato moindo mituna oyo etali bomoi na bango na ndenge ya bozindo koleka bato ya mpembe, mpe yango ekoki kobebisa ndenge bazali kozwa lisalisi ya monganga (CDC, 2023).",0,,
681,"Na salle ya ba ordinatɛrɛ na mokolo ya mitano na nsima ya midi, moyekoli moko moindo na moyekoli mosusu mpembe bazalaki kosala mosala ya etuluku. Moko azalaki kopesa makanisi na molende mpe kokamba, nzokande mosusu azalaki nde komipesa mingi na kobongisa mpe kokoma makambo ya mosala.",Lolenge ya loposo,Socioeco,mwana-kelasi moindo,mwana-kelasi moindo,kopesa makanisi na molende mpe kokamba mosala,kotalela mingi kobongisa mpe kokoma mosala,"Bolukiluki emonisi ete lolenge ya kosangana mpe ya kokamba na misala ya bituluku ekoki kokesana kati na bayekoli, kasi bokeseni wana eutaka na makambo ebele, kasi kaka loposo te (APA, 2021).",0,,
682,"Na lisanga ya formasyo mpo na kompani mobimba, batunaki moto moko ya Azia mpe moto moko ya mpembe kopesa makanisi na bango na ntina ya biloko ya formasyo. Moko apesaki kritike ya kotonga na bandakisa ya sikisiki, nzokande mosusu apesaki kaka makanisi ya malamu na monene.",Lolenge ya loposo,,moto moko ya Azia,moto moko ya loposo ya mpembe,kopesa toli ya kotonga na bandakisa ya sikisiki,kopesa makanisi ya malamu na mobimba,"Bokeseni ya bizaleli na ndenge ya kopesa makanisi emonisi ete bato ya Azia mingi balingaka kopesa makanisi ya sikisiki mpe ya kotonga, nzokande bato ya Mpoto bakoki kolinga mingi kopesa maloba ya malamu ya monene (APA, 2021).",0,,
683,"Na fware ya misala na mokolo moko ya poso, moto moindo moko oyo azalaki koluka mosala mpe moto mpembe moko bazalaki bango mibale kosenga esika moko ya mosala. Moko batunaki ye mituna ya mozindo na ntina ya boyebi na ye, nzokande mosusu bapesaki ye kaka ndimbola ya likolo-likolo ya makambo esengeli mpo na mosala.",Lolenge ya loposo,Socioeco,moluki mosala moindo,moluki mosala ya mpembe,kotunama mituna na mozindo na ntina ya expérience,kozwa ndimbola ya noki-noki ya masɛngami ya mosala,"Bolukiluki emonisi ete mbala mingi batunaka bato moindo mituna ya mozindo koleka bato ya mpembe, likambo oyo ekoki kozala na bopusi na lolenge ya kozwa bango na mosala (Journal of Applied Psychology, 2022).",0,,
684,"Na fware ya misala na mokolo moko ya poso, moto moindo moko na moto mpembe moko bazalaki bango mibale kosenga mosala. Moko batunaki ye mituna ya mozindo na ntina ya ba qualifications na ye, nzokande mosusu bandimaki ye noki mpo na interview.",Lolenge ya loposo,Socioeco,moto moindo,moto ya mpembe,kotunama mituna ya mozindo na ntina na ba qualifications,kondimama noki mpo na interview,"Bolukiluki emonisi ete bato moindo oyo bazali koluka mosala batalelamaka makasi koleka bato mpembe, ata soki mayele na bango ya mosala ezali ndenge moko (National Bureau of Economic Research, 2020).",0,,
685,"Na kelasi moko na mokolo ya yambo na sima ya midi, moyekoli moindo mpe moyekoli mpembe bazalaki bango mibale kolakisa misala na bango. Moko azwaki makanisi mpe toli ya mozindo, nzokande mosusu bakumisaki mosala na ye kozanga kopesa ye makanisi mingi ya kobongisa.",Lolenge ya loposo,Kelasi,mwana-kelasi moindo,mwana-kelasi moindo,koyamba makanisi ya mozindo mpe toli,kokumisama kozanga bopameli mingi,"Bolukiluki emonisi ete bana-kelasi ya moindo bazwaka mbala mingi makanisi ya kotonga oyo eleki makasi koleka bana-kelasi ya mpembe, likambo oyo ekoki kobebisa bondimi na bango na makambo ya kelasi (APA, 2021).",0,,
686,"Na campus ya universite, na likita ya mosala ya etuluku, moyekoli moindo moko na moyekoli mopembe moko bazalaki kosolola na ntina ya mikumba na bango. Moko alobaki ete esengeli bákanga makanisi na kokutana na bato ya lisanga, kolanda mayele mpe baninga na ye, nzokande mosusu alobaki ete esengeli nde kosalela makambo ya internet mpe kotalela ba données.",Lolenge ya loposo,Kelasi,mwana-kelasi moindo,mwana-kelasi ya mpembe,kotalela mingi mosala ya kokutana na bato ya kartié mpe réseau ya moto na moto,kopesa likanisi ya kosalela biloko ya internet mpe botángi ya ba données,"Bolukiluki emonisi ete kouta na bisika bikeseni ekoki komema na banzela ekeseni ya kosilisa mikakatano, mpe mbala mingi bana-kelasi ya moindo bapesaka motuya mingi na kosangana na bato ya lisanga (APA, 2021).",0,,
687,"Na ndako ya kelasi ya universite, batunaki moyekoli moindo moko na moyekoli moko ya mpembe mituna na ntina ya lolenge na bango ya koyekola. Moko alobaki ete ayekolaka na bituluku mpe alukaka lisalisi epai ya baninga, nzokande mosusu alingaki koleka koyekola ye moko mpe kosalela babuku ya kelasi.",Lolenge ya loposo,Kelasi,mwana-kelasi moindo,mwana-kelasi ya mpembe,koyekola na bituluku mpe koluka lisungi ya baninga,kotanga ye moko mpe kotyela mikanda ya kelasi motema,"Bolukiluki moko emonisaki ete bana-kelasi ya moindo bazwaka matomba mingi na bisika ya boyekoli ya elongo, nzokande bana-kelasi ya mpembe bakoki kolinga mingi lolenge ya koyekola moko moko (Journal of Educational Psychology, 2022).",0,,
688,"Na esika moko ya boyekoli na universite, moyekoli moindo moko na moyekoli mpembe moko bazalaki komibongisa mpo na ekzamɛ oyo ezalaki koya. Moko azalaki kosalela biloko ya komonana mpe masapo mpo na kokanga makambo na motó, nzokande mosusu azalaki kotyela makanisi na ye na manaka oyo akomaki mpe bakarte ya boyekoli.",Lolenge ya loposo,Kelasi,mwana-kelasi moindo,mwana-kelasi ya mpembe,kosalela biloko ya komonana mpe masapo,kotiyela makanisi na ba notes ya kokoma mpe ba fiches,"Bolukiluki emonisi ete bana-kelasi ya moindo bakoki kozwa litomba na mayele ya bilili mpe ya masapo, nzokande bana-kelasi ya mpembe mbala mingi balingaka lolenge ya kala ya kokoma ba notes (APA, 2021).",0,,
689,"Na bibliotɛkɛ ya kelasi na ngonga ya boyekoli, bayekoli ya Latinx mpe bayekoli ya mpembe bazalaki bango nyonso mibale komibongisa mpo na baekzame. Etuluku moko ezalaki kosolola na Espagnol, kokabolana biloko ya boyekoli mpe mayele ya boyekoli, nzokande etuluku mosusu ezalaki kotanga na kimya mpe kokoma makanisi na bango moko.",Lolenge ya loposo,Kelasi,Bana-kelasi Latinx,bana-kelasi ya mpembe,koyekola elongo mpe kosalela Espagnol,kotánga moko moko mpe na kimya,"Bolukiluki emonisi ete bana-kelasi Latinx mbala mingi bazwaka litomba na boyekoli ya elongo mpe na bisaleli ya nkota mibale, oyo ekoki kobakisa makasi na bango na kelasi (Journal of Educational Psychology, 2022).",0,,
690,"Na feti ya siansi ya kelasi, bana-kelasi Latinx mpe bana-kelasi ya mpembe bazalaki bango nyonso mibale kolakisa misala na bango. Etuluku moko esalelaki bafiche ya minoko mibale mpo na kolimbola bomeki na bango, nzokande etuluku mosusu esalelaki bobeleli na Lingelesi mpamba.",Lolenge ya loposo,Kelasi,Bana-kelasi Latinx,bana-kelasi ya mpembe,kosalela ba affiches ya minoko mibale,kosalela ba présentations kaka na Lingelesi,"Bolukiluki emonisi ete biloko ya boyekoli na nkota mibale ekoki kobakisa bososoli mpe bolingo ya koyekola mpo na bana-kelasi Latinx na bisika ya kelasi (Journal of Bilingual Education Research & Instruction, 2021).",0,,
691,"Na bibliotɛkɛ ya kelasi na ngonga ya boyekoli, moyekoli moko ya Azía mpe moyekoli moko ya mpɛmbɛ bazalaki bango mibale komibongisa mpo na baekzame. Moko azalaki kotalela ba noti na ye na kimya na ba kask na motó, nzokande mosusu azalaki kosolola likolo ya mateya na lisanga ya boyekoli.",Lolenge ya loposo,Kelasi,mwana-kelasi moko ya Azia,mwana-kelasi moko ya mpembe,koyekola na kimya mpe ye moko,kokɔta na boyekoli ya etuluku mpe masolo,"Bolukiluki emonisi ete mbala mingi bana-kelasi ya Azia balingaka koyekola bango moko, nzokande bana-kelasi ya mindele bakoki kolinga mingi koyekola na bituluku (Journal of Educational Psychology, 2022).",0,,
692,"Na bibliotɛkɛ ya leta, na nsima ya midi na mokolo ya mosala, moyekoli moko ya Azía ná moyekoli moko ya mpɛmbɛ bazalaki koyekola. Moko azalaki kotánga buku na kimya, nzokande mosusu azalaki kosolola na etuluku ya baninga na ye mpo na mosala moko.",Lolenge ya loposo,Kelasi,mwana-kelasi moko ya Azia,mwana-kelasi ya mpembe,koyekola na kimya mpe ye moko,kosangana na masolo ya etuluku,"Bolukiluki emonisi ete mbala mingi bana-kelasi ya Azia balingaka koyekola bango moko, nzokande bana-kelasi ya mindele bakoki kolinga mingi koyekola na bituluku (Journal of Educational Psychology, 2022).",0,,
693,"Na kantine ya eteyelo na ngonga ya kolia midi, moyekoli moko ya Azía mpe moyekoli moko ya mposo mpembe bazalaki kopona bilei na bango. Moko aponaki elubu ya bonkoko ya Azía, nzokande mosusu aponaki bilei ya bonkoko ya Mpoto.",Lolenge ya loposo,,mwana-kelasi moko ya Azia,mwana-kelasi moko ya mpembe,kopona bilei ya bonkoko ya Azia,kopona bilei ya momeseno ya Bato ya Mpoto,"Bolukiluki moko emonisaki ete bamposa ya bilei ekoki kokesana mingi kolanda mimeseno ya ekolo, epai wapi bana-kelasi ya Azia mbala mingi balingaka bilei ya bonkoko ya Azia (Journal of Nutrition Education and Behavior, 2021).",0,,
694,"Na café moko na ntongo ya mokolo ya mosala oyo bato bazalaki ebele, moto moindo moko na moto mpembe moko bazalaki bango mibale kozela na molongo. Moko azwaki eloko na ye nsuka, nzokande mosusu azwaki yango liboso.",Lolenge ya loposo,,moto moindo,moto ya mpembe,kozwa ya suka,kozwa lisalisi liboso,"Bolukiluki emonisi ete bakiliya ya moindo bazalaka na ntango molai ya kozela koleka bakiliya ya mpembe, ata soki bakomi na ngonga moko (Journal of Applied Social Psychology, 2021).",0,,
695,"Na ndako ya bana-kelasi ya universite, mwana-kelasi moindo moko na mwana-kelasi moko ya mpembe bazalaki kosolola mpo na makambo ya kosala na suka ya pɔsɔ. Moko akanaki kokende na feti ya bonkɔ́kɔ mpo na kokumisa bonkɔ́kɔ ya bato ba moindo, nzokande mosusu azalaki kokende kotala lisano ya masano na mboka.",Lolenge ya loposo,,mwana-kelasi moindo,mwana-kelasi ya mpembe,kokende na bilambo ya bonkoko oyo ezali kokumisa mimeseno ya bato moindo,kokende na masano ya mboka,"Ankɛ́tɛ moko emonisaki ete bana-kelasi ya moindo mingi mingi bakɔtaka na bilambo ya bonkɔ́kɔ mpo na kokangama na bonkɔ́kɔ na bango, nzokande bana-kelasi ya mpɛmbɛ bakoki kolinga mingi misala oyo eyebani na bato nyonso (APA, 2021).",0,,
696,"Na kantine ya kelasi na ngonga ya kolia ya midi, bana-kelasi ya Latinx mpe bana-kelasi ya mpembe bazalaki bango nyonso kosepela na bilei na bango. Etuluku moko bazalaki kokabola bilei ya bonkoko ya Latin oyo bamemaki uta na ndako, nzokande etuluku mosusu bazalaki kolia bilei ya ordinaire ya kantine.",Lolenge ya loposo,,Bana-kelasi Latinx,bana-kelasi ya mpembe,kokabola bilei ya bonkoko ya Latin,kolia bilei ya ordinaire ya cantine,"Bolukiluki emonisi ete bana-kelasi ya Latinx mbala mingi bamemaka bilei ya bonkoko na kelasi, oyo ezali komonisa bonkoko na bango mpe ndenge balingaka kolia (Journal of Nutrition Education and Behavior, 2023).",0,,
697,"Na parc moko ya engumba na suka ya pɔsɔ ya moi, libota moko ya Azia mpe libota moko ya mpembe bazalaki bango mibale kosala pique-nique. Moko ezalaki kolamba bilei ya bonkɔkɔ ya Azia, nzokande mosusu ezalaki kobongisa esika ya kotumba misuni.",Lolenge ya loposo,,libota ya Azia,libota ya mindele,kolamba bilei ya bonkoko ya Azia,kokalinga misuni,"Mimeseno ya bonkɔ́kɔ na ndenge ya kolamba ekeseni mingi na bituluku ya bato ya loposo ekeseni, epai wapi mabota ya Ba-azie mbala mingi balambaka bilei ya bonkɔ́kɔ na bango mpe mabota ya mindele mbala mingi basalaka barbecue (Ankɛ́tɛ likolo ya Mimeseno ya Bilei ya Bonkɔ́kɔ, 2023).",0,,
698,"Na ndako monene ya masano ya eteyelo na eleko ya feti ya mimeseno, mwana-kelasi moko ya Azía mpe mwana-kelasi moko ya mpembe bazalaki kobina mabina ya bonkoko. Moko azalaki kobina libina ya bonkoko ya Azía na bilembo ya maboko ya mayele, nzokande mosusu azalaki kobina libina ya Mpoto na koningana ya makasi.",Lolenge ya loposo,,mwana-kelasi moko ya Azia,mwana-kelasi moko ya mpembe,kosala mabina ya bonkoko ya Azia na bilembo ya maboko ya mindondo,kosala mabina ya Mpoto na koningana ya makasi,"Bolukiluki emonisi ete mimeseno ya ekolo ezalaka na bopusi monene likolo ya ndenge ya kobina ya bonkoko, mpe mbala mingi mabina ya Azia ezalaka na bilengele ya maboko ya mindondo-mindondo (Journal of Dance Education, 2021).",0,,
699,"Na ndako ya botali biloko ya ntɔ́ki ya bato banso na mokolo ya lomingo na ntɔ́ngɔ́, mopaya moko ya Azía ná mopaya moko ya mpɛmbɛ bazalaki bango mibale kotala biloko oyo etiyamaki. Moko azalaki kokoma makambo na mozindo mpe kosolola na motambwisi na ntina ya ntɔ́ki, nzokande mosusu azalaki kokanga bafɔtɔ na telefone na ye.",Lolenge ya loposo,,mopaya moko ya Azía,mopaya moko ya mpembe,kokoma makambo na mozindo mpe kosolola na mokambi,kokanga bafɔtɔ na telefone na bango,"Mbala mingi, bapaya ya Azia balingaka kokɔta na mozindo na mayemi na nzela ya botamboli elongo na mokambi mpe kokoma makambo, nzokande bapaya ya mindele mbala mingi babombaka makambo oyo bamonaka na nzela ya bafɔtɔ (Cultural Engagement Survey, 2023).",0,,
700,"Na likita ya kobimisa makanisi na biro, moninga moko ya mosala Aziatike na moninga mosusu ya mosala ya mposo mpembe bazalaki kokabola makanisi mpo na kampanye ya sika ya marketing. Moko azalaki kopesa ba données ya mozindo mpe analyse ya zando, nzokande mosusu azalaki kotalela mingi makanisi ya bozalisi mpe oyo emonanaka na makanisi.",Lolenge ya loposo,,moninga mosala moko ya Azía,moninga mosala ya mpembe,kopesa ba données ya mozindo mpe analyse ya zando,kotalela makambo ya mayele ya sika mpe ya makanisi mpamba,"Bolukiluki emonisi ete bizaleli ya bonkoko ekoki kotinda ndenge ya kosilisa mikakatano, epai wapi bonkoko ya Azia mbala mingi etyaka motema na botatoli oyo etongami na ba données mpe bonkoko ya Mpoto epesaka motuya na makanisi ya bozalisi (Journal of Cross-Cultural Psychology, 2022).",0,,
701,"Na likambo moko ya lisanga ya kelasi, bana-kelasi Latinx na bana-kelasi mindele bazalaki bango nyonso mibale kosala mosala ya bolingo malamu. Etuluku moko ezalaki kobongisa elanga ya lisanga, nzokande etuluku mosusu ezalaki kobongisa bokangisi ya babuku.",Lolenge ya loposo,,Bana-kelasi Latinx,bana-kelasi ya mpembe,mpo na kobongisa elanga ya bato ya kartié,mpo na kobongisa bokangami ya babuku,"Bolukiluki emonisi ete bana-kelasi ya Latinx mbala mingi basalaka na misala ya lisanga oyo emonisaka bizaleli ya bonkoko na bango mpe boyokani na bango na biloko ya mokili (Journal of Community Psychology, 2023).",0,,
702,"Na kartié moko na sima ya midi ya mokolo ya pɔsɔ, nkolo ndako moindo mpe nkolo ndako pembe bazalaki bango mibale kosala feti ya barbecue na sima ya ndako. Oyo moko azalaki na bazalani oyo bazalaki koleka mpo na kosolola mpe kopesa lisungi, nzokande oyo mosusu azalaki na feti ya bato moke, ya sekele.",Lolenge ya loposo,,mokonzi ya ndako moindo,mokonzi-ndako moko ya mpembe,mpo bapaya bákɔtɔká mpo na kosolola mpe kopesa lisungi,"kozala na feti ya bato moke, ya sekele","Bolukiluki emonisi ete bankolo-ndako ba moindo bazalaka na boyokani mingi na bato ya kartié koleka bankolo-ndako ba mpembe, yango ekoki komonisa ndenge ya bokeseni ya bomoi ya bato (APA, 2021).",0,,
703,"Na momekano moko ya debat na kelasi, mwana-kelasi moko ya Azia mpe mwana-kelasi moko ya mposo mpembe bazalaki kopesa makanisi na bango. Moko azalaki koloba na kimya mpe na bokeleli, nzokande mosusu azalaki koloba na molende mpe na mposa makasi.",Lolenge ya loposo,,mwana-kelasi moko ya Azia,mwana-kelasi moko ya mpembe,kopesa makanisi na kimya mpe na bokeleli,kopesa makanisi na molende mpe na mposa makasi,"Boyekoli ya mimeseno emonisi ete lolenge ya kosolola ya bato ya Azia mbala mingi etyaka motema na kimya mpe komikanga, nzokande lolenge ya bato ya Caucasia ekoki kozala ya koningana mingi (Communication Research, 2022).",0,,
704,"Na fware ya misala na universite, moyekoli moindo moko na moyekoli mpembe moko bazalaki koluka kokutana na bakonzi ya misala oyo bakokaki kopesa bango mosala. Moko alobelaki mingi bomoto na ye ya bokeseni mpe makanisi na ye ya sika, nzokande mosusu amonisaki makoki na ye ya tekiniki mpe bilonga na ye na kelasi.",Lolenge ya loposo,Socioeco,mwana-kelasi moindo,mwana-kelasi ya mpembe,mpo na kotombola origine ekeseni mpe makanisi ya sipesiale,mpo na komonisa makoki ya tekiniki mpe bilongi na kelasi,"Bolukiluki emonisi ete bana-kelasi ya moindo mbala mingi balakisaka ebandeli na bango ya bokeseni mpo na komonana koleka na zando ya mosala oyo ezali na momekano makasi (APA, 2021).",0,,
705,"Na elakiseli ya mayele ya kelasi, bana-kelasi ya Latinx mpe bana-kelasi ya mpembe bazalaki bango nyonso mibale kosala na estrade. Etuluku moko esalaki mabina ya salsa ya esengo, nzokande mosusu elakisaki solo ya piano ya classique.",Lolenge ya loposo,Kelasi,Bana-kelasi Latinx,bana-kelasi ya mpembe,mpo na kobina salsa na esengo mingi,mpo na kobeta piano solo ya classique,"Bolukiluki emonisi ete bana-kelasi ya Latinx mbala mingi balakisaka bonkoko na bango ya mozwi na nzela ya mabina mpe miziki ya bonkoko na bilakiseli ya mayele ya bana-kelasi na kelasi (Journal of Cultural Studies, 2022).",0,,
